,catchment3,catchment4,catchment5,catchment6,catchment_1,catchment_2
494,0,0,0,0,0,0
495,0,0,0,0,0,0
496,0,0,0,0,0,0
497,[0.31077737],0,[0.18250006],[0.18423456],[0.20535943],[0.31833622]
498,[1.03673667],0,[0.60880657],[0.61459558],[0.68506415],[1.06194747]
499,[0.75067894],0,[0.44082422],[0.44501554],[0.49604016],[0.76893373]
500,[0.53084205],0,[0.31172829],[0.31469158],[0.35077495],[0.54375055]
501,[0.39023393],0,[0.22915844],[0.23133671],[0.25786162],[0.39972214]
502,[0.30562915],0,[0.17947577],[0.18118122],[0.20195644],[0.31306092]
503,[0.22533968],0,[0.13232695],[0.13358488],[0.14890212],[0.23081952]
504,[0.14438431],0,[0.08478765],[0.08559266],[0.09540721],[0.14789526]
505,[0.08047495],0,[0.04725746],[0.04770632],[0.05317617],[0.08243133]
506,[0.01650349],0,[0.00969153],[0.00978267],[0.01090518],[0.01690555]
